surface,top_menu,page_name,page_route,control_type,action_name,method,normalized_path,query_fields,path_fields,body_fields,header_fields,parameter_source,http_status,business_status,response_structure,auth_role,side_effect,before_state,after_state,original_category,original_name,original_source_file,classification,currently_used_by_ui,evidence,anomaly,blocked_scope
admin,会员,Filbet Admin,/member-management,page_initialization,open /member-management,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 30; DOM route/control snapshot,,
admin,会员,Filbet Admin,/member-management,page_initialization,open /member-management,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-full-scan.json network events 33,34,37,38,39,40,41,42; DOM route/control snapshot",,
admin,会员,Filbet Admin,/member-management,page_initialization,open /member-management,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,fat-admin-full-scan.json network events 31; DOM route/control snapshot,,
admin,会员,Filbet Admin,/member-management,page_initialization,open /member-management,POST,/admin/member/list,,,"end_time,page,page_size,start_time","accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Body: page form/filter or UI defaults; Header: browser session/runtime,200,True,"object; keys=d,page,page_size,summary,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,"fat-admin-full-scan.json network events 28,36; DOM route/control snapshot",,
admin,会员,Filbet Admin,/member-management/inviter-transfer-records,page_initialization,open /member-management/inviter-transfer-records,GET,/admin/promo/invite/friends/transfer/list,"page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/promo,好友转线列表,后台/运营管理/邀请好友/好友转线列表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 50; DOM route/control snapshot,,
admin,会员,Filbet Admin,/member-management/vip-checkin-log,page_initialization,open /member-management/vip-checkin-log,GET,/admin/promo/vip/sign/in/list,"end_time,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/promo,每日签到列表,后台/Vipv2/每日签到列表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 49; DOM route/control snapshot,,
admin,会员,Filbet Admin,/member-management/vip-config,page_initialization,open /member-management/vip-config,GET,/admin/vip/config/listv2,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,配置列表,后台/Vipv2/配置列表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 46; DOM route/control snapshot,,
admin,会员,Filbet Admin,/member-management/vip-config,page_initialization,open /member-management/vip-config,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-full-scan.json network events 43,44,45,47; DOM route/control snapshot",,
admin,会员,Filbet Admin,/member-management/vip-rewards,page_initialization,open /member-management/vip-rewards,GET,/admin/promo/vip/log/list,"page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=list,summary,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/promo,奖励表列表-aliang,后台/Vipv2/奖励表列表-aliang.bru,ACTIVE,YES,fat-admin-full-scan.json network events 48; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management,page_initialization,open /report-management,GET,/admin/priv/check,path,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,object; keys=rights,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/permission,权限检查,后台/系统管理/权限管理/权限检查.bru,ACTIVE,YES,"fat-admin-full-scan.json network events 52,53; DOM route/control snapshot",,
admin,报表,Filbet Admin,/report-management,page_initialization,open /report-management,GET,/admin/reports/game/node,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,游戏线路报表,后台/报表/游戏报表/游戏线路报表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 55; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management,page_initialization,open /report-management,POST,/admin/dict/venues,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,list,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 54; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management,pagination,page 2,GET,/admin/reports/game/node,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,游戏线路报表,后台/报表/游戏报表/游戏线路报表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 56; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/game-platform-report/list,tab,VIP Config,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 68; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/game-platform-report/list,page_initialization,open /report-management/game-platform-report/list,GET,/admin/priv/check,path,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,object; keys=rights,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/permission,权限检查,后台/系统管理/权限管理/权限检查.bru,ACTIVE,YES,"fat-admin-full-scan.json network events 63,64; DOM route/control snapshot",,
admin,报表,Filbet Admin,/report-management/game-platform-report/list,page_initialization,open /report-management/game-platform-report/list,GET,/admin/reports/venue/node,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,厂商线路报表,后台/报表/游戏平台报表/厂商线路报表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 66; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/game-platform-report/list,page_initialization,open /report-management/game-platform-report/list,POST,/admin/dict/venues,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,list,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 65; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/game-platform-report/list,pagination,page 2,GET,/admin/reports/venue/node,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,厂商线路报表,后台/报表/游戏平台报表/厂商线路报表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 67; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/game-reports/list,page_initialization,open /report-management/game-reports/list,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 57; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/game-types-report/list,page_initialization,open /report-management/game-types-report/list,GET,/admin/priv/check,path,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,object; keys=rights,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/permission,权限检查,后台/系统管理/权限管理/权限检查.bru,ACTIVE,YES,"fat-admin-full-scan.json network events 58,59; DOM route/control snapshot",,
admin,报表,Filbet Admin,/report-management/game-types-report/list,page_initialization,open /report-management/game-types-report/list,GET,/admin/reports/gameclass/node,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,游戏类型线路报表,后台/报表/游戏类型报表/游戏类型线路报表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 61; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/game-types-report/list,page_initialization,open /report-management/game-types-report/list,POST,/admin/dict/venues,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,list,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 60; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/game-types-report/list,pagination,page 2,GET,/admin/reports/gameclass/node,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,游戏类型线路报表,后台/报表/游戏类型报表/游戏类型线路报表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 62; DOM route/control snapshot,,
admin,报表,/report-management/member-daily-game-stats,/report-management/member-daily-game-stats,tab,VIP Config,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 76; DOM route/control snapshot,,
admin,报表,/report-management/member-daily-game-stats,/report-management/member-daily-game-stats,page_initialization,open /report-management/member-daily-game-stats,GET,/admin/reports/member-daily-game/aggregate,"end_date,field,page,page_size,start_date",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,subtotal,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,会员每日游戏报表--汇总列表,后台/报表管理/会员每日游戏报表--汇总列表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 74; DOM route/control snapshot,,
admin,报表,/report-management/member-daily-game-stats,/report-management/member-daily-game-stats,page_initialization,open /report-management/member-daily-game-stats,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,fat-admin-full-scan.json network events 73; DOM route/control snapshot,,
admin,报表,/report-management/member-daily-game-stats,/report-management/member-daily-game-stats,button,查 询,GET,/admin/reports/member-daily-game/aggregate,"end_date,field,page,page_size,start_date",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,subtotal,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,会员每日游戏报表--汇总列表,后台/报表管理/会员每日游戏报表--汇总列表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 75; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/member-daily-stats,tab,VIP Config,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 71; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/member-daily-stats,tab,VIP Rewards,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 72; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/member-daily-stats,page_initialization,open /report-management/member-daily-stats,GET,/admin/reports/member,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/report,个人统计--列表,后台/报表管理/个人统计--列表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 69; DOM route/control snapshot,,
admin,报表,Filbet Admin,/report-management/member-daily-stats,button,查 询,GET,/admin/reports/member,"end_time,field,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/report,个人统计--列表,后台/报表管理/个人统计--列表.bru,ACTIVE,YES,fat-admin-full-scan.json network events 70; DOM route/control snapshot,,
