top_menu,parent_permission_id,parent_permission_name,operation_id,operation_name,declared_path,documented,inventory_name,inventory_file,runtime_request_status
游戏,50100,游戏记录,50102,更新游戏,/admin/game/update,YES,+游戏条目更新-owen,后台/game管理/游戏管理/+游戏条目更新-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50100,游戏记录,50103,搜索游戏,/admin/game/search,YES,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,NOT_TRIGGERED_FROM_UI
游戏,50100,游戏记录,50104,导出游戏列表,/admin/game/search/export,YES,+游戏列表查询-结果导出-owen,后台/game管理/游戏管理/+游戏列表查询-结果导出-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50100,游戏记录,50105,游戏类型标签列表,/admin/game/dicttypetag/list,YES,+获取 <类型标签> 列表-owen,后台/game管理/游戏管理/+获取 -类型标签- 列表-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50100,游戏记录,50106,新增游戏类型标签,/admin/game/dicttypetag/insert,YES,+添加 <类型标签>-owen,后台/game管理/游戏管理/+添加 -类型标签--owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50100,游戏记录,50107,更新游戏类型标签状态,/admin/game/dicttypetag/update/state,YES,+修改 <类型标签>-owen,后台/game管理/游戏管理/+修改 -类型标签--owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50100,游戏记录,50108,游戏权重标签列表,/admin/game/dictweighttag/list,YES,+获取 <权重标签> 列表-owen,后台/game管理/游戏管理/+获取 -权重标签- 列表-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50100,游戏记录,50109,新增游戏权重标签,/admin/game/dictweighttag/insert,YES,+添加 <权重标签>-owen,后台/game管理/游戏管理/+添加 -权重标签--owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50100,游戏记录,50110,更新游戏权重标签状态,/admin/game/dictweighttag/update/state,YES,+修改 <权重标签>-owen,后台/game管理/游戏管理/+修改 -权重标签--owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50200,场馆管理,50201,场馆列表,/admin/platform/list,YES,场馆列表-owen,后台/game管理/场馆管理/场馆列表-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50200,场馆管理,50202,场馆上线/下线,/admin/platform/update/state,YES,场馆更新状态-owen,后台/game管理/场馆管理/场馆更新状态-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50200,场馆管理,50203,场馆分类,/admin/gameclass/list,YES,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50200,场馆管理,50204,新增场馆分类,/admin/gameclass/insert,YES,+添加场馆记录-owen,后台/game管理/场馆管理/+添加场馆记录-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50200,场馆管理,50205,更新场馆分类,/admin/gameclass/update,YES,+更新场馆记录-owen,后台/game管理/场馆管理/+更新场馆记录-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50200,场馆管理,50206,场馆分类会员索引,/admin/gameclass/member/index,YES,查询缓存-owen,后台/game管理/场馆管理/查询缓存-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50300,游戏管理,50301,游戏/推荐列表,/admin/game/list,YES,游戏列表-owen,后台/game管理/游戏管理/游戏列表-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50300,游戏管理,50302,游戏上线/下线/推荐/设置热门/新游戏,/admin/game/update/state,YES,游戏更新状态,后台/game管理/游戏管理/游戏更新状态.bru,NOT_TRIGGERED_FROM_UI
游戏,50300,游戏管理,50303,批量设置游戏合规,/admin/game/update/compliance,YES,更新游戏合规状态-light/owen,后台/game管理/游戏管理/更新游戏合规状态-light-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50300,游戏管理,50304,游戏二级下拉框,/admin/game/downbox,YES,游戏下拉框-owen,后台/game管理/游戏管理/游戏下拉框-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50400,厂商管理,50401,搜索平台,/admin/platform/search,YES,+查询厂商列表-owen,后台/game管理/厂商管理/+查询厂商列表-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50400,厂商管理,50402,新增平台,/admin/platform/insert,YES,+添加厂商记录-owen,后台/game管理/厂商管理/+添加厂商记录-owen.bru,NOT_TRIGGERED_FROM_UI
游戏,50400,厂商管理,50403,更新平台,/admin/platform/update,YES,+更新厂商记录-owen,后台/game管理/厂商管理/+更新厂商记录-owen.bru,NOT_TRIGGERED_FROM_UI
系统,60100,角色配置,60101,角色列表,/admin/group/list,YES,角色列表 --yasser,后台/系统管理/角色管理/角色列表 --yasser.bru,NOT_TRIGGERED_FROM_UI
系统,60100,角色配置,60102,角色列表新增,/admin/group/insert,YES,新增角色 --yasser,后台/系统管理/角色管理/新增角色 --yasser.bru,NOT_TRIGGERED_FROM_UI
系统,60100,角色配置,60103,角色更新,/admin/group/update,YES,更新角色--yasser | 权限列表保存,后台/系统管理/权限管理/权限列表保存.bru | 后台/系统管理/角色管理/更新角色--yasser.bru,NOT_TRIGGERED_FROM_UI
系统,60100,角色配置,60104,权限列表,/admin/priv/list,YES,权限列表,后台/系统管理/权限管理/权限列表.bru,NOT_TRIGGERED_FROM_UI
系统,60100,角色配置,60105,角色权限列表,/admin/priv/by/group,YES,角色权限列表,后台/系统管理/权限管理/角色权限列表.bru,NOT_TRIGGERED_FROM_UI
系统,60200,员工配置,60209,google验证码密钥解绑,/admin/google/unbind,YES,谷歌令牌解绑,后台/后台账号管理/谷歌令牌解绑.bru,NOT_TRIGGERED_FROM_UI
系统,60200,员工配置,60201,员工列表,/admin/user/list,YES,后台账户列表-seven,后台/后台账号管理/后台账户列表-seven.bru,NOT_TRIGGERED_FROM_UI
系统,60200,员工配置,60202,员工新增,/admin/user/insert,YES,新增账户-seven,后台/后台账号管理/新增账户-seven.bru,NOT_TRIGGERED_FROM_UI
系统,60200,员工配置,60205,员工更新,/admin/user/update,YES,修改账户信息-seven,后台/后台账号管理/修改账户信息-seven.bru,NOT_TRIGGERED_FROM_UI
系统,60300,短信验证码,60301,短信验证码列表,/admin/sms/list,YES,短信列表-seven,后台/短信发送列表/短信列表-seven.bru,NOT_TRIGGERED_FROM_UI
系统,60300,短信验证码,60302,短信验证码查询,/admin/sms/auth,YES,短信验证码查看,后台/短信发送列表/短信验证码查看.bru,NOT_TRIGGERED_FROM_UI
系统,60500,白名单,60501,白名单-列表,/admin/whiteList/list,YES,白名单列表 --yasser,后台/系统管理/白名单管理/白名单列表 --yasser.bru,NOT_TRIGGERED_FROM_UI
系统,60500,白名单,60502,白名单-新增,/admin/whiteList/insert,YES,新增白名单 --yasser,后台/系统管理/白名单管理/新增白名单 --yasser.bru,NOT_TRIGGERED_FROM_UI
系统,60500,白名单,60503,白名单-编辑,/admin/whiteList/update,YES,更新白名单 --yasser,后台/系统管理/白名单管理/更新白名单 --yasser.bru,NOT_TRIGGERED_FROM_UI
系统,60500,白名单,60504,白名单-删除,/admin/whiteList/delete,YES,删除白名单 --yasser,后台/系统管理/白名单管理/删除白名单 --yasser.bru,NOT_TRIGGERED_FROM_UI
系统,60600,注单监控,60601,注单监控列表,/admin/reports/provider/order/compare/daily,YES,列表,后台/报表/厂商注单对比日报/列表.bru,NOT_TRIGGERED_FROM_UI
日志,70001,日志列表,70002,日志导出,/admin/log/export,NO,,,NOT_TRIGGERED_FROM_UI
报表,80200,游戏类型报表,80201,游戏类型报表列表,/admin/reports/gameclass,YES,游戏类型报表,后台/报表/游戏类型报表/游戏类型报表.bru,NOT_TRIGGERED_FROM_UI
报表,80200,游戏类型报表,80202,游戏类型报表导出,/admin/reports/gameclass/export,YES,游戏类型报表导出,后台/报表/游戏类型报表/游戏类型报表导出.bru,NOT_TRIGGERED_FROM_UI
报表,80200,游戏类型报表,80203,游戏类型线路报表,/admin/reports/gameclass/node,YES,游戏类型线路报表,后台/报表/游戏类型报表/游戏类型线路报表.bru,NOT_TRIGGERED_FROM_UI
报表,80200,游戏类型报表,80204,游戏类型线路报表导出,/admin/reports/gameclass/node/export,YES,游戏类型线路报表导出,后台/报表/游戏类型报表/游戏类型线路报表导出.bru,NOT_TRIGGERED_FROM_UI
报表,80300,游戏厂商报表,80301,游戏厂商报表列表,/admin/reports/venue,YES,厂商报表 | 场馆业绩报表--yasser,后台/报表/游戏平台报表/厂商报表.bru | 后台/运营管理/场馆业绩报表--yasser.bru,NOT_TRIGGERED_FROM_UI
报表,80300,游戏厂商报表,80302,游戏厂商报表导出,/admin/reports/venue/export,YES,厂商报表导出,后台/报表/游戏平台报表/厂商报表导出.bru,NOT_TRIGGERED_FROM_UI
报表,80300,游戏厂商报表,80303,游戏厂商线路报表,/admin/reports/venue/node,YES,厂商线路报表,后台/报表/游戏平台报表/厂商线路报表.bru,NOT_TRIGGERED_FROM_UI
报表,80300,游戏厂商报表,80304,游戏厂商线路报表导出,/admin/reports/venue/node/export,YES,厂商线路报表导出,后台/报表/游戏平台报表/厂商线路报表导出.bru,NOT_TRIGGERED_FROM_UI
报表,80500,会员游戏日统计,80501,会员游戏日统计列表,/admin/reports/member-daily-game/aggregate,YES,会员每日游戏报表--汇总列表,后台/报表管理/会员每日游戏报表--汇总列表.bru,NOT_TRIGGERED_FROM_UI
报表,80500,会员游戏日统计,80502,会员游戏日统计详情,/admin/reports/member-daily-game/detail,YES,会员每日游戏报表--每日明细,后台/报表管理/会员每日游戏报表--每日明细.bru,NOT_TRIGGERED_FROM_UI
报表,80500,会员游戏日统计,80503,会员游戏日统计导出,/admin/reports/member-daily-game/aggregate/export,YES,会员每日游戏报表--汇总导出,后台/报表管理/会员每日游戏报表--汇总导出.bru,NOT_TRIGGERED_FROM_UI
报表,80100,游戏报表,80101,游戏报表列表,/admin/reports/game,YES,游戏报表,后台/报表/游戏报表/游戏报表.bru,NOT_TRIGGERED_FROM_UI
报表,80100,游戏报表,80102,游戏报表导出,/admin/reports/game/export,YES,游戏报表导出,后台/报表/游戏报表/游戏报表导出.bru,NOT_TRIGGERED_FROM_UI
报表,80100,游戏报表,80103,游戏线路报表,/admin/reports/game/node,YES,游戏线路报表,后台/报表/游戏报表/游戏线路报表.bru,NOT_TRIGGERED_FROM_UI
报表,80100,游戏报表,80104,游戏线路报表导出,/admin/reports/game/node/export,YES,游戏线路报表导出,后台/报表/游戏报表/游戏线路报表导出.bru,NOT_TRIGGERED_FROM_UI
报表,80100,游戏报表,80105,游戏报表较正,/admin/reports/game/adjust,YES,游戏报表校准,后台/报表/游戏报表校准.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92002,邀请好友-配置信息,/admin/promo/invite/config/info,YES,获取配置信息,后台/运营管理/邀请好友/获取配置信息.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92003,邀请好友-配置保存,/admin/promo/invite/config/update,YES,保存配置信息,后台/运营管理/邀请好友/保存配置信息.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92004,邀请好友-里程碑奖励列表,/admin/promo/invite/upgrade/list,YES,邀请里程碑奖励列表,后台/运营管理/邀请好友/邀请里程碑奖励列表.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92005,邀请好友-佣金列表,/admin/promo/invite/commission/list,YES,结算佣金列表,后台/运营管理/邀请好友/结算佣金列表.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92006,邀请好友-佣金统计列表,/admin/promo/invite/statistics/list,YES,派发佣金统计列表,后台/运营管理/邀请好友/派发佣金统计列表.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92007,邀请好友-基础奖励导出,/admin/promo/invite/base/export,YES,基础奖励数据导出,后台/运营管理/邀请好友/基础奖励数据导出.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92008,邀请好友-里程碑奖励导出,/admin/promo/invite/upgrade/export,YES,里程碑奖励导出,后台/运营管理/邀请好友/里程碑奖励导出.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92009,邀请好友-佣金导出,/admin/promo/invite/commission/export,YES,结算佣金奖励导出,后台/运营管理/邀请好友/结算佣金奖励导出.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92010,邀请好友-佣金统计导出,/admin/promo/invite/statistics/export,YES,派发佣金统计导出,后台/运营管理/邀请好友/派发佣金统计导出.bru,NOT_TRIGGERED_FROM_UI
运营管理,92001,邀请好友,92011,邀请好友-基础奖励列表,/admin/promo/invite/base/list,YES,邀请基础奖励列表,后台/运营管理/邀请好友/邀请基础奖励列表.bru,NOT_TRIGGERED_FROM_UI
运营管理,93000,运营小工具,93001,会员流水导出,/admin/ops-tools/turnover/export,YES,首存导出,后台/运营管理/运营小工具/首存导出.bru,NOT_TRIGGERED_FROM_UI
运营管理,93000,运营小工具,93002,首存未二存名单,/admin/ops-tools/first-deposit-no-second/expor,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90100,系统配置,90101,系统配置更新,/admin/sys/config/update,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90100,系统配置,90102,系统配置设置,/admin/sys/config/set,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90100,系统配置,90103,系统配置列表,/admin/sys/config/list,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90200,轮播图,90202,轮播图列表,/admin/banner/list,YES,轮播图列表,后台/轮播图-首页弹窗/轮播图列表.bru,NOT_TRIGGERED_FROM_UI
运营管理,90200,轮播图,90203,轮播图新增,/admin/banner/insert,YES,新增轮播图,后台/轮播图-首页弹窗/新增轮播图.bru,NOT_TRIGGERED_FROM_UI
运营管理,90200,轮播图,90204,轮播图编辑,/admin/banner/update,YES,轮播图修改,后台/轮播图-首页弹窗/轮播图修改.bru,NOT_TRIGGERED_FROM_UI
运营管理,90200,轮播图,90205,轮播图更新状态,/admin/banner/update/state,YES,轮播图更新状态,后台/轮播图-首页弹窗/轮播图更新状态.bru,NOT_TRIGGERED_FROM_UI
运营管理,90200,轮播图,90206,轮播图删除,/admin/banner/delete,YES,轮播图删除,后台/轮播图-首页弹窗/轮播图删除.bru,NOT_TRIGGERED_FROM_UI
运营管理,90200,轮播图,90207,轮播图菜单,/admin/banner/menu,YES,轮播图菜单,后台/轮播图-首页弹窗/轮播图菜单.bru,NOT_TRIGGERED_FROM_UI
运营管理,90300,VIP配置,90301,VIP配置列表,/vip/level/list,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90300,VIP配置,90302,VIP配置详情,/vip/level/detail,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90300,VIP配置,90303,VIP等级区间详情,/vip/level/range/detail,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90300,VIP配置,90304,VIP配置编辑,/vip/level/update,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90400,首页弹窗,90401,Banner会员导入,/admin/banner/user/import,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90400,首页弹窗,90402,Banner会员列表,/admin/banner/user/list,YES,查看名单-todo,后台/轮播图-首页弹窗/查看名单-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90400,首页弹窗,90403,Banner会员数量,/admin/banner/user/count,YES,名单数量-todo,后台/轮播图-首页弹窗/名单数量-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90500,埋点,90501,埋点列表,/admin/buriedPoint/list ,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90500,埋点,90502,新增埋点,/admin/buriedPoint/insert,YES,新增埋点-todo,后台/埋点/新增埋点-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90500,埋点,90503,修改埋点,/admin/buriedPoint/update,YES,修改埋点-todo,后台/埋点/修改埋点-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90600,活动支出审计,90601,批量审批,/admin/bonus/review/approve,YES,批量审批 - felix.bru,后台/礼金/批量审批 - felix.bru,NOT_TRIGGERED_FROM_UI
运营管理,90600,活动支出审计,90602,待审礼金列表,/admin/bonus/review/list,YES,待审订单列表 - felix.bru,后台/礼金/待审订单列表 - felix.bru,NOT_TRIGGERED_FROM_UI
运营管理,90600,活动支出审计,90603,过审礼金列表,/admin/bonus/review/noneed/list,YES,导出过审礼金列表 - felix.bru | 过审礼金列表 - felix.bru,后台/礼金/导出过审礼金列表 - felix.bru | 后台/礼金/过审礼金列表 - felix.bru,NOT_TRIGGERED_FROM_UI
运营管理,90600,活动支出审计,90604,批量发送,/admin/bonus/review/send,YES,批量补发 - felix.bru,后台/礼金/批量补发 - felix.bru,NOT_TRIGGERED_FROM_UI
运营管理,90600,活动支出审计,90605,导出待审,/admin/bonus/review/export,YES,导出待审订单 - felix.bru,后台/礼金/导出待审订单 - felix.bru,NOT_TRIGGERED_FROM_UI
运营管理,90600,活动支出审计,90606,导出过审,/admin/bonus/review/noneed/export,NO,,,NOT_TRIGGERED_FROM_UI
