"method","path","classification","documented_match","event_count","success_count","failed_count","pages","evidence","note"
"POST","/cmpl/login","ACTIVE","EXACT","1","1","0","/","pagcor-admin-live-scan.json",""
"GET","/cmpl/finance/deposit/list","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/财务管理/财务记录/充值记录-wesley.bru","Not observed in current UI; not classified STALE"
"POST","/cmpl/finance/deposit/export","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/财务管理/财务记录/充值记录导出-wesley.bru","Not observed in current UI; not classified STALE"
"GET","/admin/finance/payment/withdraw/channels","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/财务管理/财务记录/提现渠道列表-cold.bru","Not observed in current UI; not classified STALE"
"GET","/cmpl/finance/withdraw/list","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/财务管理/财务记录/提现记录-wesley.bru","Not observed in current UI; not classified STALE"
"POST","/cmpl/finance/withdraw/export","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/财务管理/财务记录/提现记录导出-wesley.bru","Not observed in current UI; not classified STALE"
"GET","/cmpl/finance/payment/deposit/channels","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/财务管理/财务记录/支付渠道列表-cold.bru","Not observed in current UI; not classified STALE"
"POST","/cmpl/banner/insert","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/轮播图/新增轮播图.bru","Not observed in current UI; not classified STALE"
"POST","/cmpl/banner/update","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/轮播图/轮播图修改.bru","Not observed in current UI; not classified STALE"
"POST","/cmpl/banner/list","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/轮播图/轮播图列表.bru","Not observed in current UI; not classified STALE"
"GET","/cmpl/banner/delete","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/轮播图/轮播图删除.bru","Not observed in current UI; not classified STALE"
"POST","/cmpl/banner/update/state","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/轮播图/轮播图更新状态.bru","Not observed in current UI; not classified STALE"
"POST","/cmpl/shop/update","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/门店/修改门店.bru","Not observed in current UI; not classified STALE"
"POST","/cmpl/shop/insert","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/门店/新增门店.bru","Not observed in current UI; not classified STALE"
"GET","/cmpl/shop/list","DOCUMENTED_UNVERIFIED","EXACT_NOT_UI_OBSERVED","0","0","0","","合规/门店/门店列表.bru","Not observed in current UI; not classified STALE"
