执行用例编号,总用例编号,用例名称,接口/流程,前置条件,数据集,输入变量,请求/步骤,预期/断言,就绪情况
2027-API-009,ISOP-2027-C11,approved后再次提交3,/admin/kyc/review,本轮已处理申请,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
repeat [A] POST /admin/kyc/review {""body"":{""id"":""${after.processed.0.id}"",""review_status"":3,""reason"":""QA repeat""}}
repeat-after [A] kyc_snapshot {}","拒绝；无副作用
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
repeat: http eq 200
repeat: body.status eq false
repeat-after: snapshot eq ""${after}""",可执行
2027-API-010,ISOP-2027-C11,rejected后再次提交3,/admin/kyc/review,本轮已处理申请,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":3,""reason"":""QA isolated rejection""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{}}}
repeat [A] POST /admin/kyc/review {""body"":{""id"":""${after.processed.0.id}"",""review_status"":3,""reason"":""QA repeat""}}
repeat-after [A] kyc_snapshot {}","拒绝；无副作用
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 3
after: snapshot.processed.0.reason eq ""QA isolated rejection""
verify: checks.formal eq true
verify: checks.audit_append eq true
repeat: http eq 200
repeat: body.status eq false
repeat-after: snapshot eq ""${after}""",可执行
2027-API-011,ISOP-2027-C09,夹带他人身份自审3,/admin/kyc/review,本人创建的待复核申请,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [B] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":3,""reason"":""QA self-review"",""reviewer_id"":""${other.id}"",""updated_name"":""${other.name}""}}
after [A] kyc_snapshot {}","按真实登录者拒绝；无副作用
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
after: snapshot eq ""${pending}""",可执行
2027-API-012,ISOP-2027-C15,待复核时会员重新提交,/member/kyc/insert,专用会员状态2；存在编辑待复核,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
member-payload [client] kyc_member_payload {}
resubmit [client] POST /member/kyc/insert {""body"":""${member_body}""}
after [A] kyc_snapshot {}","拒绝；原资料及申请不变
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
resubmit: http eq 200
resubmit: body.status eq false
after: snapshot eq ""${pending}""",可执行
2027-API-013,ISOP-2027-C08,纯空白原因驳回,KYC输入与并发,本轮独立数据；有效登录,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":3,""reason"":"" \t ""}}
after [A] kyc_snapshot {}","拒绝；不处理申请
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
after: snapshot eq ""${pending}""",可执行
2027-API-014,ISOP-2027-C11,非法复核状态-1,KYC输入与并发,本轮独立数据；有效登录,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":-1,""reason"":""QA invalid enum""}}
after [A] kyc_snapshot {}","拒绝；申请仍可查询
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
after: snapshot eq ""${pending}""",可执行
2027-API-015,ISOP-2027-C02,并发编辑唯一申请,KYC输入与并发,本轮独立数据；有效登录,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
race [A] kyc_race {""params"":{""before"":""${baseline}"",""requests"":[{""actor"":""A"",""contract"":""edit"",""body"":""${edit}""},{""actor"":""B"",""contract"":""edit"",""body"":""${edit}""}]}}","一成功一拒绝；一条待复核
race: checks.one_winner eq true
race: checks.one_transition eq true
race: checks.audit_append eq true
race: checks.formal eq true",可执行
2027-API-016,ISOP-2027-C16,并发核准与驳回,KYC输入与并发,本轮独立数据；有效登录,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
race [A] kyc_race {""params"":{""before"":""${pending}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""},""requests"":[{""actor"":""A"",""contract"":""review"",""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""QA concurrent decision""}},{""actor"":""A"",""contract"":""review"",""body"":{""id"":""${pending.pending.0.id}"",""review_status"":3,""reason"":""QA concurrent decision""}}]}}","仅一个决定成功；一条复核审计
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
race: checks.one_winner eq true
race: checks.one_transition eq true
race: checks.audit_append eq true
race: checks.formal eq true",可执行
2027-API-017,ISOP-2027-C04,损坏PNG用于编辑,KYC输入与并发,本轮独立数据；有效登录,固定组合,{},"prepare [A] kyc_fixture {}
corrupt-upload [client] POST /member/oss/upload {""upload"":{""size"":36,""corrupt"":true}}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan"",""attachments"":{""face"":""${corrupt_image}"",""idPhoto"":""${corrupt_image}"",""selfieWithIDPhotoPath"":""${corrupt_image}""}}}
corrupt-edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
after [A] kyc_snapshot {}","拒绝；不新增申请
corrupt-upload: http eq 200
corrupt-upload: body.status eq true
corrupt-upload: body.data.object_key nonempty ""非空""
corrupt-edit: http eq 200
corrupt-edit: body.status eq false
after: snapshot eq ""${baseline}""",可执行
2027-API-018,ISOP-2027-C05,只读字段篡改,KYC输入与并发,本轮独立数据；有效登录,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan"",""phone"":""000000000000"",""user_message"":""QA immutable field"",""kyc_status"":5}}
protected-edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
after [A] kyc_snapshot {}","手机号和留言不进入变更草稿
protected-edit: http eq 200
protected-edit: body.status eq false
after: snapshot eq ""${baseline}""",可执行
2027-API-019,ISOP-2027-C10,列表撤权,角色权限,仅B使用Codex角色；已备份原权限,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
permission [A] kyc_permission {""params"":{""kind"":""list"",""payload"":""${edit}""}}","撤权请求拒绝；恢复与原配置一致
permission: checks.denied eq true
permission: checks.no_effects eq true",可执行
2027-API-020,ISOP-2027-C10,异动记录撤权,角色权限,仅B使用Codex角色；已备份原权限,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
permission [A] kyc_permission {""params"":{""kind"":""audit"",""payload"":""${edit}""}}","撤权请求拒绝；恢复与原配置一致
permission: checks.denied eq true
permission: checks.no_effects eq true",可执行
2027-API-021,ISOP-2027-C10,编辑撤权,角色权限,仅B使用Codex角色；已备份原权限,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
permission [A] kyc_permission {""params"":{""kind"":""edit"",""payload"":""${edit}""}}","撤权请求拒绝；恢复与原配置一致
permission: checks.denied eq true
permission: checks.no_effects eq true",可执行
2027-API-022,ISOP-2027-C10,恢复原角色配置,角色权限,仅B使用Codex角色；已备份原权限,固定组合,{},恢复原角色配置,撤权请求拒绝；恢复与原配置一致,恢复动作已随019/020/021在finally独立记录，不作为独立业务PASS；查看各用例recovery字段。
2027-API-023,ISOP-2027-C10,正常Codex角色复核,/admin/kyc/review,Codex已有全部可配置KYC权限,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [A] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
codex-review [B] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}","允许有权角色复核
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
codex-review: http eq 200
codex-review: body.status eq true
after: snapshot.processed.0.state eq 2",可执行
2027-API-024,ISOP-2027-C04,PNG 499999字节,/admin/upload/private,有效PNG；登录A,固定组合,{},"prepare [A] kyc_fixture {}
upload [client] POST /member/oss/upload {""upload"":{""size"":499999}}","接受
upload: http eq 200
upload: body.status eq true
upload: body.data.object_key nonempty ""非空""",可执行
2027-API-025,ISOP-2027-C04,PNG 500000字节,/admin/upload/private,有效PNG；登录A,固定组合,{},"prepare [A] kyc_fixture {}
upload [client] POST /member/oss/upload {""upload"":{""size"":500000}}","接受
upload: http eq 200
upload: body.status eq true
upload: body.data.object_key nonempty ""非空""",可执行
2027-API-026,ISOP-2027-C04,PNG 511999字节,/admin/upload/private,有效PNG；登录A,固定组合,{},"prepare [A] kyc_fixture {}
upload [client] POST /member/oss/upload {""upload"":{""size"":511999}}","接受
upload: http eq 200
upload: body.status eq true
upload: body.data.object_key nonempty ""非空""",可执行
2027-API-027,ISOP-2027-C04,PNG 512000字节,/admin/upload/private,有效PNG；登录A,固定组合,{},"prepare [A] kyc_fixture {}
upload [client] POST /member/oss/upload {""upload"":{""size"":512000}}","接受
upload: http eq 200
upload: body.status eq true
upload: body.data.object_key nonempty ""非空""",可执行
2027-API-028,ISOP-2027-C04,PNG 512001字节,/admin/upload/private,有效PNG；登录A,固定组合,{},"prepare [A] kyc_fixture {}
upload [client] POST /member/oss/upload {""upload"":{""size"":512001}}","拒绝超限图片
upload: http eq 200
upload: body.status eq false",可执行
2027-API-029,ISOP-2027-C12,手机号命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""phone"":""${query_data.phone}""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 1
filter: body.data.d pluck_set ""${query_data.ids}""
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-030,ISOP-2027-C12,手机号不命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""phone"":""000000000000""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 0
filter: body.data.d pluck_set []
query-no-effects: snapshot eq ""${after}""",可执行
